,id,last_modified_date,admreg,admreg_key,authors,count,count_key,docna,docty,docty_key,owner,projn,subsc,trustfund,trustfund_key,theme,prdln,prdln_key,seccl,lang,lang_key,lndinstr,lndinstr_key,entityids,repnb,docdt,datestored,majdocty,majdocty_key,display_title,disclosure_date,disclosure_type,pdfurl,txturl,listing_relative_url,url_friendly_title,new_url,ext_pub_date,disclstat,docm_id,chronical_docm_id,publishtoextweb_dt,versiontyp,versiontyp_key,projectid,guid,no_of_pages,author_keys,available_in,fullavailablein,url,EnvironmentalCategory,bdmdt,volnb,closedt,topicv3,origu,loan_no
9,34432197,2024-12-04T00:00:00Z,"South Asia,South Asia","119231,119231","{'0': {'author': 'Chichgar,Sharlene Jehanbux'}}",India,82602,{'0': {'docna': 'P502491 - Draft Environmental and Social\n            Systems Assessment (ESSA) - Haryana Clean Air and\n            Sustainable Development Program'}},Program_for_Results_Environmental_and_Social_Systems_Assessment,1545891,SAR Environment PM 1 (SSAE1),IN_Haryana_Clean_Air_And_Sustainable_Development_Program_P502491,,TF0C4697_Haryana_Clean_Air_Project_for_Sustainable_Development:_Clean_Cooking_Pr,2416574,,IBRD/IDA,639266,Public,English,120701,{'0': {'lndinstr': 'Program-for-Results'}},1353856,{'entityid': '34432197'},,2024-12-04T00:00:00Z,2024-12-04T03:55:11Z,Project Documents,658102,"P502491 - Draft Environmental and
            Social Systems Assessment (ESSA) - Haryana Clean Air and
            Sustainable Development Program",2024-12-04T00:00:00Z,NA,http://documents.worldbank.org/curated/en/099120424105578177/pdf/P5024911037dd0051a8bf172babc923498.pdf,http://documents.worldbank.org/curated/en/099120424105578177/text/P5024911037dd0051a8bf172babc923498.txt,/projects/documents/2024/12/34432197/p502491-draft-environmental-social-systems-assessment-essa-haryana-clean-air-sustainable-development-program,http://documents.worldbank.org/curated/en/099120424105578177/P5024911037dd0051a8bf172babc923498,2024/12/34432197/P5024911037dd0051a8bf172babc923498,2024-12-04T00:00:00Z,Disclosed,P502491-037dd0b0-4bad-4685-a8bf-72babc923498,P502491-037dd0b0-4bad-4685-a8bf-72babc923498,2024-12-04T00:00:00Z,Final,1309935,P502491,099120424105578177,64,{'0': {'author_key': '1222754'}},English,[],http://documents.worldbank.org/curated/en/099120424105578177/P5024911037dd0051a8bf172babc923498,,,,,,,
10,34431929,2024-12-04T00:00:00Z,"South Asia,South Asia","119231,119231","{'0': {'author': 'Chichgar,Sharlene Jehanbux'}}",India,82602,{'0': {'docna': 'Appraisal Environmental and Social Review\n            Summary (ESRS) - Haryana Clean Air and Sustainable\n            Development Program - P502491'}},Environmental_and_Social_Review_Summary,1661364,SAR Environment PM 1 (SSAE1),IN_Haryana_Clean_Air_And_Sustainable_Development_Program_P502491,,TF0C4697_Haryana_Clean_Air_Project_for_Sustainable_Development:_Clean_Cooking_Pr,2416574,,IBRD/IDA,639266,Public,English,120701,{'0': {'lndinstr': 'Program-for-Results'}},1353856,{'entityid': '34431929'},ESRSA03834,2024-12-04T00:00:00Z,2024-12-04T06:35:21Z,Project Documents,658102,"Appraisal Environmental and
            Social Review Summary (ESRS) - Haryana Clean Air and
            Sustainable Development Program - P502491",2024-12-04T00:00:00Z,NA,http://documents.worldbank.org/curated/en/099120424013511423/pdf/P50249110f81d7057193d31358ee422239d.pdf,http://documents.worldbank.org/curated/en/099120424013511423/text/P50249110f81d7057193d31358ee422239d.txt,/projects/documents/2024/12/34431929/appraisal-environmental-social-review-summary-esrs-haryana-clean-air-sustainable-development-program-p502491,http://documents.worldbank.org/curated/en/099120424013511423/P50249110f81d7057193d31358ee422239d,2024/12/34431929/P50249110f81d7057193d31358ee422239d,2024-12-04T00:00:00Z,Disclosed,P502491-0f81d780-3075-4f57-93d3-358ee422239d,P502491-0f81d780-3075-4f57-93d3-358ee422239d,2024-12-04T00:00:00Z,Final,1309935,P502491,099120424013511423,8,{'0': {'author_key': '1222754'}},English,[],http://documents.worldbank.org/curated/en/099120424013511423/P50249110f81d7057193d31358ee422239d,,,,,,,
11,34431970,2024-12-04T00:00:00Z,"South Asia,South Asia","119231,119231",{'0': {'author': 'Borrowing Agency'}},India,82602,{'0': {'docna': 'Stakeholder Engagement Plan (SEP) - Haryana\n            Clean Air and Sustainable Development Program - P502491'}},Stakeholder_Engagement_Plan,1747035,SAR Environment PM 1 (SSAE1),IN_Haryana_Clean_Air_And_Sustainable_Development_Program_P502491,,TF0C4697_Haryana_Clean_Air_Project_for_Sustainable_Development:_Clean_Cooking_Pr,2416574,,IBRD/IDA,639266,Public,English,120701,{'0': {'lndinstr': 'Program-for-Results'}},1353856,{'entityid': '34431970'},,2024-12-04T00:00:00Z,2024-12-04T06:35:14Z,Project Documents,658102,"Stakeholder Engagement Plan (SEP)
            - Haryana Clean Air and Sustainable Development Program - P502491",2024-12-04T00:00:00Z,NA,http://documents.worldbank.org/curated/en/099120424013598313/pdf/P5024911ef744800f18ed41f935135fbeea.pdf,http://documents.worldbank.org/curated/en/099120424013598313/text/P5024911ef744800f18ed41f935135fbeea.txt,/projects/documents/2024/12/34431970/stakeholder-engagement-plan-sep-haryana-clean-air-sustainable-development-program-p502491,http://documents.worldbank.org/curated/en/099120424013598313/P5024911ef744800f18ed41f935135fbeea,2024/12/34431970/P5024911ef744800f18ed41f935135fbeea,2024-12-04T00:00:00Z,Disclosed,P502491-ef7448a9-f678-440f-8ed4-f935135fbeea,P502491-ef7448a9-f678-440f-8ed4-f935135fbeea,2024-12-04T00:00:00Z,Final,1309935,P502491,099120424013598313,8,{'0': {'author_key': 'NA'}},English,[],http://documents.worldbank.org/curated/en/099120424013598313/P5024911ef744800f18ed41f935135fbeea,,,,,,,
12,34431971,2024-12-04T00:00:00Z,"South Asia,South Asia","119231,119231",{'0': {'author': 'Borrowing Agency'}},India,82602,{'0': {'docna': 'Environmental and Social Commitment Plan\n            (ESCP) - Haryana Clean Air and Sustainable Development\n            Program - P502491'}},Environmental_and_Social_Commitment_Plan,1680570,SAR Environment PM 1 (SSAE1),IN_Haryana_Clean_Air_And_Sustainable_Development_Program_P502491,,TF0C4697_Haryana_Clean_Air_Project_for_Sustainable_Development:_Clean_Cooking_Pr,2416574,,IBRD/IDA,639266,Public,English,120701,{'0': {'lndinstr': 'Program-for-Results'}},1353856,{'entityid': '34431971'},,2024-12-04T00:00:00Z,2024-12-04T06:35:08Z,Project Documents,658102,"Environmental and Social
            Commitment Plan (ESCP) - Haryana Clean Air and Sustainable
            Development Program - P502491",2024-12-04T00:00:00Z,NA,http://documents.worldbank.org/curated/en/099120424013528400/pdf/P5024911f8f5a6041b9991b342162fc41a.pdf,http://documents.worldbank.org/curated/en/099120424013528400/text/P5024911f8f5a6041b9991b342162fc41a.txt,/projects/documents/2024/12/34431971/environmental-social-commitment-plan-escp-haryana-clean-air-sustainable-development-program-p502491,http://documents.worldbank.org/curated/en/099120424013528400/P5024911f8f5a6041b9991b342162fc41a,2024/12/34431971/P5024911f8f5a6041b9991b342162fc41a,2024-12-04T00:00:00Z,Disclosed,P502491-f8f5a687-c76d-4e24-b999-b342162fc41a,P502491-f8f5a687-c76d-4e24-b999-b342162fc41a,2024-12-04T00:00:00Z,Final,1309935,P502491,099120424013528400,8,{'0': {'author_key': 'NA'}},English,[],http://documents.worldbank.org/curated/en/099120424013528400/P5024911f8f5a6041b9991b342162fc41a,,,,,,,
13,34427646,2024-11-25T00:00:00Z,"Europe and Central Asia,Europe and Central Asia","119226,119226",{'0': {'author': 'zgen alar'}},Turkiye,82578,{'0': {'docna': 'Turkiye - EUROPE AND CENTRAL ASIA- P179217-\n            Land management infrastructure for green and sustainable\n            development - Procurement Plan'}},Procurement_Plan,739941,Infra ECA Urban (IECUR),TR_Land_Management_Infrastructure_For_Green_And_Sustainable_Develo____P179217,"Public Administration - Agriculture, Fishing
            & Forestry,Central Government (Central Agencies),Sub-National Government","TF0C4083_Leveraging_property_and_geospatial_data_for_disaster_and_climate_resili,TF0C5286_T00fcrkiye:_Leveraging_National_Spatial_Data_Infrastructure_for_Smart_C,TF0C6078_GSCP___C2___Turkiye:_Geospatial_informed_Smart_City_Strategies_for_Publ","2396084,2442455,2463445","Public Administration,Mitigation,Municipal Institution Building,Human Development and Gender,ICT,ICT Solutions,Rural Development,Social Development and Protection,Environment and Natural Resource Management,Finance,Private Sector Development,Public Sector Management,Land Administration and Management,Climate change,Urban and Rural Development,Adaptation,Geospatial Services,Administrative and Civil Service Reform",IBRD/IDA,639266,Public,English,120701,{'0': {'lndinstr': 'Investment Project Financing'}},1353855,{'entityid': '34427646'},STEP105810,2024-11-26T00:00:00Z,2024-11-26T04:55:17Z,Project Documents,658102,"Turkiye - EUROPE AND CENTRAL
            ASIA- P179217- Land management infrastructure for green and
            sustainable development - Procurement Plan",2024-11-26T00:00:00Z,NA,http://documents.worldbank.org/curated/en/099112524235535073/pdf/P1792171711f1f0151814514da434265f59.pdf,http://documents.worldbank.org/curated/en/099112524235535073/text/P1792171711f1f0151814514da434265f59.txt,/projects/documents/2024/11/34427646/turkiye-europe-central-asia--p179217--land-management-infrastructure-green-sustainable-development-procurement-plan,http://documents.worldbank.org/curated/en/099112524235535073/P1792171711f1f0151814514da434265f59,2024/11/34427646/P1792171711f1f0151814514da434265f59,2024-11-26T00:00:00Z,Disclosed,P179217-711f1fb1-48e2-4115-8145-4da434265f59,P179217-711f1fb1-48e2-4115-8145-4da434265f59,2024-11-26T00:00:00Z,Final,1309935,P179217,099112524235535073,5,{'0': {'author_key': 'NA'}},English,[],http://documents.worldbank.org/curated/en/099112524235535073/P1792171711f1f0151814514da434265f59,,,,,,,
14,34425125,2025-02-09T00:00:00Z,"Latin America & Caribbean,Latin America & Caribbean","119228,119228","{'0': {'author': 'Ramirez,Maria Catalina'}}",Argentina,82668,{'0': {'docna': 'Disclosable Version of the ISR -\n            Matanza-Riachuelo Basin Sustainable Development Project -\n            P105680 - Sequence No : 33'}},Implementation_Status_and_Results_Report,791001,Water Latin America & Caribbean (SLCWA),AR_Matanza_Riachuelo_Basin_Sustainable_Development_Project____P105680,"FY17 - Public Administration - Water,
            Sanitation and Waste Management,FY17 - Other Public Administration,FY17 - Other Transportation,FY17 - Sanitation,FY17 - Water Supply,FY17 - Other Water Supply, Sanitation and
            Waste Management","TF098374_Supporting_the_Implementation_of_Phase_1_of_the_Matanza_Riachuelo_Basin,TF0B8604_Circular_Economy_Actions_for_Non_Point_Source_Pollution_Reduction_at_th,TF0B9831_Circular_Economy_for_Waste_Management_in_Province_of_Buenos_Aires","1136287,2169235,2230395","Urban Infrastructure and Service Delivery,Disaster Preparedness,Disaster Risk Reduction,Disaster Response and Recovery,Environmental Health and Pollution Management,Air quality management,Environment and Natural Resource Management,Finance for Development,Finance,Private Sector Development,Water Resource Management,Environmental policies and institutions,Urban and Rural Development,Water Pollution,Disaster Risk Finance,Soil Pollution,Water Institutions, Policies and Reform,Disaster Risk Management,Urban Development,Public Private Partnerships",IBRD/IDA,639266,Public,English,120701,{'0': {'lndinstr': 'Investment Project Financing'}},1353855,{'entityid': '34425125'},ISR02043,2024-11-20T00:00:00Z,2024-11-20T03:40:16Z,Project Documents,658102,"Disclosable Version of the ISR -
            Matanza-Riachuelo Basin Sustainable Development Project -
            P105680 - Sequence No : 33",2024-11-20T00:00:00Z,NA,http://documents.worldbank.org/curated/en/099111924224015172/pdf/P1056801cbb3130881b43715187f5b251db.pdf,http://documents.worldbank.org/curated/en/099111924224015172/text/P1056801cbb3130881b43715187f5b251db.txt,/projects/documents/2024/11/34425125/disclosable-version-isr-matanza-riachuelo-basin-sustainable-development-project-p105680-sequence-no-33,http://documents.worldbank.org/curated/en/099111924224015172/P1056801cbb3130881b43715187f5b251db,2024/11/34425125/P1056801cbb3130881b43715187f5b251db,2024-11-20T00:00:00Z,Disclosed,P105680-cbb313ca-5f01-4388-b437-5187f5b251db,P105680-cbb313ca-5f01-4388-b437-5187f5b251db,2024-11-20T00:00:00Z,Final,1309935,P105680,099111924224015172,9,{'0': {'author_key': '949729'}},English,[],http://documents.worldbank.org/curated/en/099111924224015172/P1056801cbb3130881b43715187f5b251db,,,,,,,7706;9008
15,34423776,2024-11-18T00:00:00Z,"South Asia,South Asia","119231,119231","{'0': {'author': 'Chichgar,Sharlene Jehanbux'}}",India,82602,{'0': {'docna': 'P502491 - Draft Environmental and Social\n            Systems Assessment (ESSA) - Haryana Clean Air and\n            Sustainable Development Program'}},Program_for_Results_Environmental_and_Social_Systems_Assessment,1545891,SAR Environment PM 1 (SSAE1),IN_Haryana_Clean_Air_And_Sustainable_Development_Program_P502491,,TF0C4697_Haryana_Clean_Air_Project_for_Sustainable_Development:_Clean_Cooking_Pr,2416574,,IBRD/IDA,639266,Public,English,120701,{'0': {'lndinstr': 'Program-for-Results'}},1353856,{'entityid': '34423776'},,2024-11-18T00:00:00Z,2024-11-18T01:50:24Z,Project Documents,658102,"P502491 - Draft Environmental and
            Social Systems Assessment (ESSA) - Haryana Clean Air and
            Sustainable Development Program",2024-11-18T00:00:00Z,NA,http://documents.worldbank.org/curated/en/099111824085022136/pdf/P5024911a79910021ad4112d1908113ca1.pdf,http://documents.worldbank.org/curated/en/099111824085022136/text/P5024911a79910021ad4112d1908113ca1.txt,/projects/documents/2024/11/34423776/p502491-draft-environmental-social-systems-assessment-essa-haryana-clean-air-sustainable-development-program,http://documents.worldbank.org/curated/en/099111824085022136/P5024911a79910021ad4112d1908113ca1,2024/11/34423776/P5024911a79910021ad4112d1908113ca1,2024-11-18T00:00:00Z,Disclosed,P502491-a79910cd-3029-4a62-ad41-2d1908113ca1,P502491-a79910cd-3029-4a62-ad41-2d1908113ca1,2024-11-18T00:00:00Z,Final,1309935,P502491,099111824085022136,67,{'0': {'author_key': '1222754'}},English,[],http://documents.worldbank.org/curated/en/099111824085022136/P5024911a79910021ad4112d1908113ca1,,,,,,,
16,34423281,2024-11-16T00:00:00Z,"Latin America & Caribbean,Latin America & Caribbean","119228,119228","{'0': {'author': 'Paviot,Marie Caroline'}}",Brazil,82649,{'0': {'docna': 'Disclosable Version of the ISR - Ceara Rural\n            Sustainable Development and Competitiveness Phase II -\n            P167455 - Sequence No : 11'}},Implementation_Status_and_Results_Report,791001,Agriculture and Food PG LAC (SLCAG),BR_Ceara_Rural_Sustainable_Development_And_Competitiveness_Phase_I____P167455,"Public Administration - Agriculture, Fishing
            & Forestry,Sanitation,Water Supply,Other Water Supply, Sanitation and Waste Management,Agricultural markets, commercialization and agri-business,Social Protection",,,"Rural Markets,Mitigation,Rural Water and Sanitation,Gender,Human Development and Gender,Rural Development,Environment and Natural Resource Management,Private Sector Development,Water Resource Management,Climate change,Urban and Rural Development,Jobs,Adaptation,Water Institutions, Policies and Reform",IBRD/IDA,639266,Public,English,120701,{'0': {'lndinstr': 'Investment Project Financing'}},1353855,{'entityid': '34423281'},ISR02106,2024-11-17T00:00:00Z,2024-11-17T01:25:10Z,Project Documents,658102,"Disclosable Version of the ISR -
            Ceara Rural Sustainable Development and Competitiveness
            Phase II - P167455 - Sequence No : 11",2024-11-17T00:00:00Z,NA,http://documents.worldbank.org/curated/en/099111624202535267/pdf/P16745517d43dc0cd184211c564af51e1e2.pdf,http://documents.worldbank.org/curated/en/099111624202535267/text/P16745517d43dc0cd184211c564af51e1e2.txt,/projects/documents/2024/11/34423281/disclosable-version-isr-ceara-rural-sustainable-development-competitiveness-phase-ii-p167455-sequence-no-11,http://documents.worldbank.org/curated/en/099111624202535267/P16745517d43dc0cd184211c564af51e1e2,2024/11/34423281/P16745517d43dc0cd184211c564af51e1e2,2024-11-17T00:00:00Z,Disclosed,P167455-7d43dc5a-43d3-42cd-8421-c564af51e1e2,P167455-7d43dc5a-43d3-42cd-8421-c564af51e1e2,2024-11-17T00:00:00Z,Final,1309935,P167455,099111624202535267,9,{'0': {'author_key': '1598965'}},English,[],http://documents.worldbank.org/curated/en/099111624202535267/P16745517d43dc0cd184211c564af51e1e2,B,,,,,,
17,34421206,2024-11-12T00:00:00Z,"Latin America & Caribbean,Latin America & Caribbean","119228,119228","{'0': {'author': 'Noronha Farinelli,Barbara Cristina'}}",Brazil,82649,{'0': {'docna': 'Disclosable Version of the ISR - Mato Grosso\n            Sustainable Development of Family Farming - P175723 -\n            Sequence No : 2'}},Implementation_Status_and_Results_Report,791001,Agriculture and Food PG LAC (SLCAG),BR_Mato_Grosso_Sustainable_Development_Of_Family_Farming____P175723,"Public Administration - Agriculture, Fishing
            & Forestry,Other Agriculture, Fishing and Forestry,Agricultural markets, commercialization and agri-business",TF0C5871_CH4D___Brazil___Methane_Action_in_Livestock_Practices,2458503,"Rural Markets,Mitigation,Rural Development,Climate change,Adaptation,Transparency, Accountability and Good Governance,Public Administration",IBRD/IDA,639266,Public,English,120701,{'0': {'lndinstr': 'Investment Project Financing'}},1353855,{'entityid': '34421206'},ISR02255,2024-11-12T00:00:00Z,2024-11-12T09:30:08Z,Project Documents,658102,"Disclosable Version of the ISR -
            Mato Grosso Sustainable Development of Family Farming -
            P175723 - Sequence No : 2",2024-11-12T00:00:00Z,NA,http://documents.worldbank.org/curated/en/099111224163028883/pdf/P175723180c83203b1a872124f34c0f03d3.pdf,http://documents.worldbank.org/curated/en/099111224163028883/text/P175723180c83203b1a872124f34c0f03d3.txt,/projects/documents/2024/11/34421206/disclosable-version-isr-mato-grosso-sustainable-development-family-farming-p175723-sequence-no-2,http://documents.worldbank.org/curated/en/099111224163028883/P175723180c83203b1a872124f34c0f03d3,2024/11/34421206/P175723180c83203b1a872124f34c0f03d3,2024-11-12T00:00:00Z,Disclosed,P175723-80c832e5-2e16-4d3b-a872-24f34c0f03d3,P175723-80c832e5-2e16-4d3b-a872-24f34c0f03d3,2024-11-12T00:00:00Z,Final,1309935,P175723,099111224163028883,10,{'0': {'author_key': '1016863'}},English,[],http://documents.worldbank.org/curated/en/099111224163028883/P175723180c83203b1a872124f34c0f03d3,,,,,,Agriculture and Food PG LAC (SLCAG),
18,34417182,2024-11-04T00:00:00Z,"Latin America & Caribbean,Latin America & Caribbean","119228,119228",{'0': {'author': 'Lucas Figueras'}},Argentina,82668,{'0': {'docna': 'Argentina - LATIN AMERICA AND CARIBBEAN-\n            P105680- Matanza-Riachuelo Basin Sustainable Development\n            Project - Procurement Plan'}},Procurement_Plan,739941,Water Latin America & Caribbean (SLCWA),AR_Matanza_Riachuelo_Basin_Sustainable_Development_Project____P105680,"Public Administration - Water, Sanitation
            and Waste Management,Other Public Administration,Other Transportation,Water Supply,Other Water Supply, Sanitation and Waste Management,Sanitation","TF0B8604_Circular_Economy_Actions_for_Non_Point_Source_Pollution_Reduction_at_th,TF0B9831_Circular_Economy_for_Waste_Management_in_Province_of_Buenos_Aires,TF098374_Supporting_the_Implementation_of_Phase_1_of_the_Matanza_Riachuelo_Basin","2169235,2230395,1136287","Urban Infrastructure and Service Delivery,Disaster Preparedness,Disaster Risk Reduction,Disaster Response and Recovery,Environmental Health and Pollution Management,Air quality management,Environment and Natural Resource Management,Finance for Development,Finance,Private Sector Development,Water Resource Management,Environmental policies and institutions,Urban and Rural Development,Water Pollution,Disaster Risk Finance,Soil Pollution,Water Institutions, Policies and Reform,Disaster Risk Management,Urban Development,Public Private Partnerships",IBRD/IDA,639266,Public,English,120701,{'0': {'lndinstr': 'Investment Project Financing'}},1353855,{'entityid': '34417182'},STEP104766,2024-11-04T00:00:00Z,2024-11-04T06:15:34Z,Project Documents,658102,"Argentina - LATIN AMERICA AND
            CARIBBEAN- P105680- Matanza-Riachuelo Basin Sustainable
            Development Project - Procurement Plan",2024-11-04T00:00:00Z,NA,http://documents.worldbank.org/curated/en/099110424131536087/pdf/P1056801f326f204e1bd421d908f650db82.pdf,http://documents.worldbank.org/curated/en/099110424131536087/text/P1056801f326f204e1bd421d908f650db82.txt,/projects/documents/2024/11/34417182/argentina-latin-america-caribbean--p105680--matanza-riachuelo-basin-sustainable-development-project-procurement-plan,http://documents.worldbank.org/curated/en/099110424131536087/P1056801f326f204e1bd421d908f650db82,2024/11/34417182/P1056801f326f204e1bd421d908f650db82,2024-11-04T00:00:00Z,Disclosed,P105680-f326f276-ef0c-4f4e-bd42-d908f650db82,P105680-f326f276-ef0c-4f4e-bd42-d908f650db82,2024-11-04T00:00:00Z,Final,1309935,P105680,099110424131536087,5,{'0': {'author_key': 'NA'}},English,[],http://documents.worldbank.org/curated/en/099110424131536087/P1056801f326f204e1bd421d908f650db82,,,,,,Water Latin America & Caribbean (SLCWA),
19,34415307,2024-10-31T00:00:00Z,"Latin America & Caribbean,Latin America & Caribbean","119228,119228",{'0': {'author': 'Maria Salene Maia da Silva'}},Brazil,82649,{'0': {'docna': 'Brazil - LATIN AMERICA AND CARIBBEAN-\n            P167455- Ceara Rural Sustainable Development and\n            Competitiveness Phase II - Procurement Plan'}},Procurement_Plan,739941,Agriculture and Food PG LAC (SLCAG),BR_Ceara_Rural_Sustainable_Development_And_Competitiveness_Phase_I____P167455,"Public Administration - Agriculture, Fishing
            & Forestry,Sanitation,Water Supply,Other Water Supply, Sanitation and Waste Management,Agricultural markets, commercialization and agri-business,Social Protection",,,"Rural Markets,Mitigation,Rural Water and Sanitation,Gender,Human Development and Gender,Rural Development,Environment and Natural Resource Management,Private Sector Development,Water Resource Management,Climate change,Urban and Rural Development,Jobs,Adaptation,Water Institutions, Policies and Reform",IBRD/IDA,639266,Public,English,120701,{'0': {'lndinstr': 'Investment Project Financing'}},1353855,{'entityid': '34415307'},STEP104647,2024-10-31T00:00:00Z,2024-10-31T04:20:24Z,Project Documents,658102,"Brazil - LATIN AMERICA AND
            CARIBBEAN- P167455- Ceara Rural Sustainable Development and
            Competitiveness Phase II - Procurement Plan",2024-10-30T00:00:00Z,NA,http://documents.worldbank.org/curated/en/099103124122024374/pdf/P1674551e5ed94096193171cf0600daf688.pdf,http://documents.worldbank.org/curated/en/099103124122024374/text/P1674551e5ed94096193171cf0600daf688.txt,/projects/documents/2024/10/34415307/brazil-latin-america-caribbean--p167455--ceara-rural-sustainable-development-competitiveness-phase-ii-procurement-plan,http://documents.worldbank.org/curated/en/099103124122024374/P1674551e5ed94096193171cf0600daf688,2024/10/34415307/P1674551e5ed94096193171cf0600daf688,2024-10-30T00:00:00Z,Disclosed,P167455-e5ed9446-918c-4096-9317-cf0600daf688,P167455-e5ed9446-918c-4096-9317-cf0600daf688,2024-10-30T00:00:00Z,Final,1309935,P167455,099103124122024374,17,{'0': {'author_key': 'NA'}},English,[],http://documents.worldbank.org/curated/en/099103124122024374/P1674551e5ed94096193171cf0600daf688,B,,,,,Agriculture and Food PG LAC (SLCAG),
20,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
